free,ing,not_ing,recipeID,title,ingredients,directions,rel
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,1383715,4 Ingredient Healthy Popcorn Balls,"['3 ounces Made in Nature Dates', '2 tablespoons Wild Friends Organic Honey Sunflower Butter', '1 Quinn Snacks Sea Salt Microwave Popcorn Bag', '1.3 ounces Alter Eco Dark Super Blackout Chocolate']","Place dates in a food processor and process until a paste forms. Add sunflower butter and process. You should end up with a very thick caramel paste. Add 1 Tablespoon of warm water to slightly thin out the caramel. Make microwave popcorn according to package directions. Place popcorn in a bowl and add date caramel, stirring until the popcorn is evenly coated. Oil hands to prevent sticking (I sprayed mine with coconut oil) and form popcorn into balls. Place in the fridge for 10 minutes to set. Using a double boiler or microwave, melt the chocolate. Drizzle the chocolate over the popcorn balls and place back in the fridge to set the chocolate. Enjoy!",4
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,1488154,Spicy Cheese-Caramel Popcorn Recipe,"['3/4 cup popcorn kernels', '1 1/2 tablespoons vegetable oil', '&nbsp', '1/2 cup (1 stick) unsalted butter', '1 cup brown sugar', '1/4 cup corn syrup', '1 teaspoon salt', '1/2 teaspoon baking soda', '&nbsp', '3 tablespoons melted butter', '2 1/2 tablespoons cheddar cheese powder, divided', '1/2 teaspoon Tabasco sauce', 'Kosher salt']","Pop popcorn in a large pot, an air popper, a popcorn popper, or a microwave as desired. Separate popcorn into two even batches, placing them in large bowls. You should have about five cups for each batch. Adjust oven rack to middle position and preheat oven to 225\u00b0F. Add butter, brown sugar, corn syrup and salt to a medium saucepan set to medium-high heat. Whisk to incorporate and bring to a boil. Let bubble untouched for three minutes until gooey and caramel-scented. Remove from heat and add baking soda, whisking to combine. Pour caramel onto one batch of popcorn, stirring with a spoon until surfaces and crevices are covered. Line two baking sheets with parchment paper. Spread caramel corn on baking sheets in a single layer, splitting evenly between the two trays. Bake for 30 minutes, stirring every 10 minutes. Remove from oven allow to cool completely, until caramel has a glossy, hardened, candy-like appearance. Meanwhile, combine melted butter, 1 tablespoon cheese powder and Tabasco in a small bowl. Pour mixture over second batch of popcorn. Toss to combine and season with salt, as needed. Sprinkle with remaining cheese powder and stir thoroughly to combine. Mix caramel and cheese corn together and serve.",5
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,1190335,Rocky Road Popcorn,"['1 lb caramel corn', '16 ounces miniature marshmallows', '16 ounces nuts', '1/2 lb milk chocolate', '1/2 lb dark chocolate', '1 lb white chocolate']","Spread caramel corn and miniature marshmallows over greased cookie sheet. Melt 1 lb of white chocolate and pour over spread popcorn and marshmallows. Melt 1/2 lb of milk chocolate and spread over white chocolate. When it hardens, flip it over and melt 1/2 lb dark chocolate and spread over. When it hardens, cut into squares. Keep in airtight container.",5
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,934752,Grandma'S Caramel Popcorn Balls,"['8 quarts popped popcorn', '2 cups evaporated milk', '2 cups white sugar', '1 cup dark corn syrup (such as Karo(R))', '1 cup margarine', '1/8 teaspoon salt']","Sort through popcorn, discarding unpopped kernels. Combine evaporated milk, sugar, corn syrup, margarine, and salt in a large saucepan over medium heat. Bring to a boil; stir constantly until caramel reaches 246 degrees F (119 degrees C) on a candy thermometer, about 5 minutes. Pour some popcorn into a very large bowl. Pour in some of the caramel; stir until evenly coated. Add remaining popcorn and caramel in batches, stirring well after each addition. Scoop some of the popcorn mixture onto a piece of plastic wrap. Gather and twist the plastic wrap to gently shape into a ball. Place popcorn ball on a baking sheet lined with parchment paper; repeat with remaining mixture. Let cool until set, about 15 minutes.",3
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,1131403,Super Soft Caramel Popcorn,"['1 1/4 cups brown sugar', '1/2 cup light corn syrup', '1/2 cup margarine or 1/2 cup butter', '1 dash salt', '7 ounces sweetened condensed milk (half of a 14 oz can)', '1/2 teaspoon vanilla', '6 quarts popped corn']","Combine sugar, corn syrup, margarine, and salt in medium saucepan; bring to boil. Reduce heat to medium and add stir in milk; cook, stirring frequently, to soft ball stage (240 degrees). Remove from heat then stir in vanilla. Pour slowly over popcorn, stirring until caramel is evenly distributed throughout. Store caramel popcorn in covered container. NOTE: You may vary the amount of popcorn used. I like a little less caramel coating and usually make this recipe with 8 quarts of popcorn.",4
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,1609268,Brooklyn Stoop Summer Sundaes,"['2 cups Breyers(R) Extra Creamy Vanilla Ice Cream', '4 ounces popcorn caramel-coated, with peanuts, about 3-1/2 cups', '1/4 cup caramel ice cream topping', '1/4 cup chocolate']","Freeze 4 serving plates 15 minutes. Arrange 1/2 cup scoop Breyers(R) Extra Creamy Vanilla Ice Cream on each plate. Evenly press caramel-coated popcorn with peanuts onto Ice Cream, then drizzle with caramel and chocolate toppings.",5
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,304609,Caramel Popcorn,"['3 qt. freshly popped popcorn', '1/2 c. butter', '1 c. firmly packed brown sugar', '1/4 c. light corn syrup', '1/2 tsp. salt', '1/4 tsp. baking soda', '1/2 tsp. vanilla']","Place popcorn in a lightly greased 4-quart casserole dish; set aside. Place butter in a 1 1/2-quart dish. Microwave on High for 1 minute or until melted. Stir in brown sugar, corn syrup and salt; cover and microwave on High for 4 minutes. Remove mixture from microwave; stir in soda and vanilla. Pour over popcorn; stir until all is coated. Cook popcorn mixture on High for 2 1/2 to 3 minutes, stirring well after each minute. Remove from oven; stir well. Spread in a lightly buttered 15 x 10 x 1-inch jellyroll pan; cool thoroughly. Break into pieces and store in an airtight container.",4
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,448024,Caramel Popcorn,"['1/2 c. popcorn', '1/2 c. margarine', '1 c. brown sugar', '1/4 c. light Karo syrup', '1 tsp. molasses', '1/2 tsp. salt', '1/2 tsp. baking soda']","Pop 1/2 cup of popcorn. Melt margarine, brown sugar, syrup, molasses and salt; bring to boil and boil for 2 minutes. Remove from heat. Add baking soda; stir. Caramel will get very foamy. Pour caramel over popcorn; stir. Bake on cookie sheet at 250\u00b0 for 20 minutes. Cool and enjoy!",4
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,1733890,Cheese and Caramel Popcorn,"['17 Kraft Caramels (about 1/2 of 340-g pkg.)', '1 Tbsp. water', '3 Tbsp. butter, divided', '10 cups air-popped popcorn, divided', '1/4 cup Kraft Dinner Cheese Sauce Mix (about 1/2 of cheese sauce pkt.)']","Heat oven to 300F. Cook caramels, water and 1 Tbsp. butter in large saucepan on low heat 5 min. or until caramels are completely melted and sauce is well blended, stirring frequently. Place 5 cups popcorn in large bowl. Add caramel sauce; mix lightly. Spread onto large rimmed baking sheet sprayed with cooking spray. Bake 20 min., stirring after 10 min. Spread onto sheet of waxed paper; cool completely. Meanwhile, melt remaining butter. Place remaining popcorn in clean paper bag. Add cheese sauce mix and butter; close bag. Shake bag until popcorn is evenly coated with butter and cheese sauce mix. Place bag in microwave, then microwave on HIGH 30 sec. Break caramel corn into small clusters; place in large bowl. Add cheese popcorn; mix lightly.",5
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,722731,Scalloped Pineapple,"['1/2 c. margarine', '3/4 c. sugar', '3 eggs', '1/2 c. milk', '1 (20 oz.) can crushed pineapple with juice', '1 qt. bread cubes']","Mix together margarine, sugar and eggs. Add milk, pineapple and bread. Put in margarined baking dish and bake at 300\u00b0 to 325\u00b0 for 1 hour. Good hot or cold. Especially good as a ham accompaniment.",1
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,510012,Fruit Cobbler,"['1 c. Bisquick', '1 c. milk', '1 1/4 c. sugar', '1 stick oleo, melted', '1 can fruit, heated']",Mix first 4 ingredients. Put in 9 x 13-inch pan. Add fruit filling. Bake at 350\u00b0 for 50 to 60 minutes.,1
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,1977190,Pimiento Cheese,"['16 ounces, weight Shredded Sharp Or Extra Sharp Cheddar Cheese', '3 ounces, weight Cream Cheese, Softened', '1/2 cups Mayonnaise', '1/2 whole Small Onion, Grated', '1/2 teaspoons Granulated Garlic', '1/2 teaspoons Granulated Onion', '1/2 teaspoons Kosher Salt', '1/2 teaspoons Coarsely Ground Black Pepper', '3 Tablespoons Pimientos, Smashed, With Their Liquid']","Add the cream cheese, mayonnaise, grated onion, granulated garlic and onion, salt and freshly ground pepper to the work bowl of your food processor that has been fitted with the processor blade. Pulse until smooth. Scrape down the sides of the bowl and add the shredded cheddar. Pulse seven or eight short bursts, just until the cheese is mixed into the cream cheese. Scrape down the bowl again and add the pimientos with their juice. Pulse four or five more short bursts; just until the pimientos are chopped to the point where they are blended in, but still in recognizable pieces. Use a silicone scraper or spatula to transfer the mixture to a serving dish or storage container. Cover tightly with plastic wrap and refrigerate for about an hour prior to serving to allow the flavors to meld. Leftovers can be kept tightly wrapped in the refrigerator for up to a week. If you do not have a food processor, simply combine all the ingredients in a large bowl and stir vigorously with a sturdy spoon until thoroughly blended.",2
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,1737001,Salted Peanut Butter Caramel Corn with Bacon,"['1/4 cups Coconut Oil Or Vegetable Oil', '1 cup Popping Corn', '1/2 teaspoons Kosher Salt', '1/2 cups Coconut Oil Or Vegetable Oil', '23 cups Corn Syrup', '1 cup Peanut Butter', '2 cups Sugar', '1 teaspoon Kosher Salt', '1/2 teaspoons Baking Soda', '1 teaspoon Vanilla', '1 cup Honey Roasted Peanuts', '4 slices Cooked Bacon, Chopped Into Small Pieces']","Preheat oven to 250 degrees F. Prepare a sheet pan with parchment paper or a silpat. For the popcorn, in a large pot over medium-high heat, add the oil, popcorn kernels and kosher salt. Place a lid on the pot and pop the corn until there are a few seconds between pops and popcorn is cooked. Empty popcorn into a large bowl. Rinse pot out and dry it. For the caramel, add oil, corn syrup, peanut butter, sugar and kosher salt. Bring to a simmer and stir to combine. Let caramel simmer for 67 minutes over medium heat. In a tiny bowl, mix together baking soda and vanilla until smooth. Add mixture to the caramel and stir to combine until it foams up. Turn heat off and pour caramel over the popcorn and stir to mix and coat the popcorn. Transfer popcorn to the prepared sheet pan and spread it out evenly. Bake popcorn for 15 minutes at 250 degrees F and then, using a spatula, mix it around. Bake it another 15 minutes until golden and crispy. Let the popcorn cool completely and then break up into chunks. Mix in the honey-roasted peanuts and bacon pieces.",5
"popcorn, chocolate, caramel, cheese","popcorn, chocolate, caramel, cheese",,1628030,Chocolate Peanut Butter Snack Mix,"['3/4 cup semi sweet chocolate chips', '1/3 cup Jif Creamy Peanut Butter', '6 cups rice cereal squares crisp', '1 cup Jif Peanut Powder', '3 cups pretzel sticks', '3 cups popcorn prepared caramel']",MICROWAVE chocolate chips in large microwave-safe bowl on HIGH 1 minute. Add peanut butter. Stir until smooth. STIR in cereal until coated. Place in large resealable plastic bag. Add peanut powder. Seal bag. Shake until coated. REMOVE from bag. Combine with pretzels and caramel popcorn.,5
